epoch,loss,iou,val_loss,val_iou
0,0.7516294682025909,0.64259658708692,0.6207455774490019,0.7563407943724834
1,0.6461497902870178,0.7367850213530085,0.5882857832920346,0.783911734933894
2,0.6457681322097778,0.7322747753604943,0.5886251315730796,0.7902794567579489
3,0.6358093404769898,0.7489207959172981,0.5887229486531063,0.7956041979351982
4,0.6357396030426026,0.7440179858248317,0.586524152785027,0.7949461402318623
5,0.6327377319335937,0.7449936970156417,0.5689528571299898,0.8059728840069142
6,0.6114155054092407,0.7652267049091261,0.5606210123408925,0.8077946876385199
7,0.6021097278594971,0.7715160088198979,0.562872875674058,0.812874670814547
8,0.6012308061122894,0.7767220451640817,0.5592914027429623,0.81958008493977
9,0.5983772873878479,0.7862279654266573,0.5686279750573254,0.8095177162642643
10,0.6114072668552398,0.7640092468401667,0.5668813987504645,0.8083438345831925
11,0.5993859982490539,0.7759844939945499,0.564125594547984,0.8188102079216523
12,0.5930563700199127,0.7847900557613313,0.5546720203662094,0.8211329366872135
13,0.5885614597797394,0.7865288453267685,0.5684046020378938,0.8084199502444888
14,0.5912885165214539,0.7830893841492477,0.5579123207040735,0.8238801926390249
15,0.587771339416504,0.7885135799999579,0.5570033232175747,0.8151436228566977
16,0.5853649461269379,0.7859184607970835,0.5540900132287047,0.8223054260234534
17,0.5888330340385437,0.7875411900355932,0.5566319791046349,0.8215837512059281
18,0.5847090530395508,0.7913337627683741,0.5503118243205752,0.8227616912686557
19,0.5816879856586457,0.7912261532757928,0.5596731882130485,0.8173718816964044
20,0.5814644122123718,0.787404019626009,0.5464867997813869,0.8290704833348371
21,0.5773024654388428,0.7963151229180636,0.5685889729703674,0.8119253889076946
22,0.5833502864837646,0.7925716755342337,0.5462393409204132,0.827171152684071
23,0.5809277045726776,0.7894578571285681,0.5454092942526065,0.8246273604486349
24,0.5674564361572265,0.8017383768492665,0.5489366391367057,0.8239333783640487
25,0.5693779826164246,0.8002590703646187,0.5444540311136176,0.8259320316987292
26,0.5752828991413117,0.7991407753101292,0.5554412648777411,0.8194616357596933
27,0.5842881953716278,0.7852231432151194,0.5533346031456088,0.8227242806135941
28,0.5732688593864441,0.7969551542475355,0.5471945224874436,0.8178076927406162
29,0.5734334576129914,0.7956892333022746,0.5444263205188499,0.8271272682641568
30,0.5699142444133759,0.7957336037653066,0.5470164826812557,0.8253509223203955
31,0.5826942765712738,0.7866122269706324,0.5463378669588806,0.8291314217036378
32,0.5739592790603638,0.7999709416097821,0.5455400025522387,0.8295072930749987
33,0.5707993721961975,0.7971880209681159,0.5335944447236214,0.8335163642458984
34,0.5695795261859894,0.7932341965439628,0.5459019471445014,0.8279349652503811
35,0.565211226940155,0.8051024732427992,0.5389004485905903,0.8349142263510888
36,0.5736094617843628,0.7970570168844878,0.5420664321878326,0.8303883577362866
37,0.5656781601905823,0.7998741293678638,0.532882715618874,0.8356279773114234
38,0.5653332304954529,0.8006096012508236,0.544458728896898,0.8305053066784948
39,0.5727090084552765,0.8014561287037835,0.5445090466400915,0.8259232645061166
