epoch,lr,loss,iou,val_loss,val_iou
0,0.01,1.0930447712678175,0.025108860349188192,1.071913732650532,5.463491210834109e-10
1,0.01,1.066727037869967,5.136321266083229e-10,1.0688960924195423,5.463491210834109e-10
2,0.01,1.0659893569212693,5.161554834736561e-10,1.0685788305151376,5.463491210834109e-10
3,0.01,1.0657921115435087,5.157768438780848e-10,1.0685189760287799,5.463491210834109e-10
4,0.01,1.065804220199585,5.118932985107257e-10,1.0684483853839246,5.463491210834109e-10
5,0.01,1.0657195647313045,5.135493104938979e-10,1.0684538312274643,5.463491210834109e-10
6,0.01,1.065699291082529,5.149730590307133e-10,1.0683119982407778,5.463491210834109e-10
7,0.01,1.0656220735403208,5.097488481448566e-10,1.0682268523466967,5.463491210834109e-10
8,0.01,1.0656080394891592,5.154005652128864e-10,1.0680319170401196,5.463491210834109e-10
9,0.01,1.0655131046588604,5.144804795124609e-10,1.0679580895848004,5.463491210834109e-10
10,0.01,1.065211262336144,5.216070422828681e-10,1.0670409999256931,5.463491210834109e-10
11,0.01,1.0651458789385282,6.747895413460057e-06,1.0688011382662987,5.463491210834109e-10
12,0.01,1.064925657785856,4.19037238318195e-05,1.0722173426016544,0.0019299826193096632
13,0.01,1.0645346566713774,9.302797477460376e-05,1.0665522564834107,5.463491210834109e-10
14,0.01,1.0645744226895846,9.701515923445154e-05,1.067113658134123,5.463491210834109e-10
15,0.01,1.0647462431100698,0.00022418333868921128,1.0685431512040646,5.463491210834109e-10
16,0.01,1.06408504317357,0.0005635786815028881,1.0672578395731034,5.463491210834109e-10
17,0.01,1.0637455728237446,0.0007242683709265511,1.0923641864439193,0.08138583253531459
18,0.01,1.0654242550042958,0.000519933058689707,1.082595225341197,0.04493959821606442
19,0.01,1.0647527570724487,0.0004943655402280803,1.0735776298462028,5.463491210834109e-10
20,0.01,1.0621411574437067,0.006958873381568804,1.193378126884854,0.11818079840919027
21,0.01,1.0643196031863873,0.0044048003136413485,1.0692785184564988,3.854004438364155e-05
22,0.01,1.0657901044258704,5.163808748708501e-10,1.068886643252736,5.463491210834109e-10
23,0.01,1.0652197533387404,8.671700800945588e-05,1.0677507937100947,2.154635346956911e-05
24,0.01,1.0645363144507776,0.0010764810522753045,1.0659772195745745,9.457764144627606e-05
25,0.01,1.0645662558628963,0.00043791707013776166,1.156330991142798,0.11629734688575975
26,0.01,1.0629847888946533,0.004449512300208419,1.0621154955622605,0.018203060042684193
27,0.01,1.0611762723922729,0.018546163007537777,1.065553922910948,0.0019496726398954428
28,0.01,1.0571241554113535,0.03962715946481719,1.052180190637012,0.04238456974207617
29,0.01,1.0537623712099515,0.05442465566390496,1.436363056192234,0.13571745006732683
30,0.01,1.0488145411564753,0.06902374732087564,1.0975422903126522,5.463491210834109e-10
31,0.01,1.0457519572331355,0.07621076884735076,1.4803071971021649,0.1371980713021812
32,0.01,1.0405541397975042,0.0891465614643751,1.0616454193574498,0.006259847867142072
33,0.01,1.0304801253905662,0.10383524906963951,1.1953040668946813,5.463491210834109e-10
34,0.01,1.0263190586383526,0.10075032133404177,1.2928607747947263,5.463491210834109e-10
35,0.01,1.0294098573831412,0.08649444725983162,1.3318117332692814,5.463491210834109e-10
36,0.01,1.0140337800979615,0.12177317792545914,1.0741794762505945,0.17377801480447058
37,0.01,0.9774163802220271,0.17088692005171355,1.3970849806905086,0.15005303971290718
38,0.01,0.9509106852091276,0.19817931792823304,1.366578999256912,2.2394004575356166e-06
39,0.01,0.9432113484602708,0.2019816731190633,1.0371978977095584,0.120326654364395
40,0.01,0.9156425570708054,0.22922862654999912,1.0829748864255901,0.02057860253262258
41,0.01,0.9502329373726478,0.17495564693807025,1.2983094573899627,0.017494440392885738
42,0.01,0.8645525891964252,0.24276368708606755,0.8557638178879271,0.26394276617282936
43,0.01,0.8217840297772334,0.2672382952768179,0.8205446672673893,0.20207540353099843
44,0.01,0.7608172987057612,0.3122467729009596,0.6766537278524488,0.3597526359437915
45,0.01,0.707571045435392,0.35674739559882535,0.6221722270698453,0.407454071916392
46,0.01,0.6440332125883836,0.40181745608950103,0.567575141018673,0.4642033691759774
47,0.01,0.5767440268443181,0.4569559582853651,0.5591727219869815,0.48334087053608277
48,0.01,0.555509732063,0.47162376705783543,0.47450185715419946,0.5278839756932242
49,0.01,0.5201248759122995,0.49688949951872213,0.46682292918608287,0.5147638131750056
50,0.01,0.508812497322376,0.5044364845695782,0.4747379409007417,0.5378031859807944
51,0.01,0.4900838495401236,0.5232052693369337,0.4450457594025633,0.5289855963215563
52,0.01,0.45094129692591156,0.5550253902290432,0.4346025089666943,0.5725199518257882
53,0.01,0.43221160389826846,0.5710927779176803,0.3790168084881522,0.5938491707034327
54,0.01,0.42630512362260087,0.5782357694874394,0.42671855676379195,0.5998649826532396
55,0.01,0.407505015538289,0.5924381216684889,0.5016244866631248,0.5042293647998337
56,0.01,0.4259314152277433,0.576506403416666,0.3654185329227541,0.6154120005832672
57,0.01,0.4101335861682892,0.5899315530669668,0.3461230521705871,0.6367087642539633
58,0.01,0.3867631879036243,0.6068892800205505,0.35241448308091783,0.6353687952995273
59,0.01,0.37485041110332196,0.6194649061042626,0.3377576859928759,0.6510679341528023
60,0.01,0.37796873505298906,0.6233568427909321,0.3510193085934079,0.6526146306550096
61,0.01,0.36601347118157607,0.6284603105213665,0.33282563126936593,0.6581542277666397
62,0.01,0.35597192612061135,0.6385768984369085,0.33125339049379127,0.6544859364499128
63,0.01,0.355774355503229,0.6414206932285481,0.3356479549876595,0.6409974844975134
64,0.01,0.3645857379619892,0.6312391453738603,0.3078576191637381,0.6716912561679005
65,0.01,0.3562028776315542,0.6389184158193018,0.3155565940630817,0.6734315249708559
66,0.01,0.34599736892260036,0.6467349679704547,0.3083352863935053,0.6763524773557179
67,0.01,0.3546295693104084,0.6393405570008546,0.30278781378591385,0.6762514122825685
68,0.01,0.3478498629606687,0.6431480997345973,0.3080677784045733,0.6682879578494878
69,0.01,0.3430210290505336,0.6501318896074676,0.30984355139498043,0.6770813503464513
70,0.01,0.34480310777517464,0.6507093486788765,0.3017654495830911,0.6801762088050882
71,0.01,0.33929780684984645,0.6506273811220066,0.3148497663053892,0.6792550715087742
72,0.01,0.3301577761723445,0.6649252484814786,0.32246054756553516,0.6728705086540516
73,0.01,0.31917959842315086,0.6687613302009806,0.3224001265421546,0.651125314553935
74,0.01,0.3332178425513781,0.6577440048081356,0.29621013493737075,0.6735265565821864
75,0.01,0.3219797538794004,0.668513771519505,0.28334218593135807,0.692459328827894
76,0.01,0.32867012475087093,0.6634037900883086,0.2860770749811458,0.6923908521151665
77,0.01,0.3239162213252141,0.6632550731734164,0.28417224988011824,0.695835358639076
78,0.01,0.3314550603719858,0.660586291050404,0.28844868594949896,0.6814991075235703
79,0.01,0.31490402269363404,0.6732723916139111,0.32760531164211487,0.678560057948355
80,0.01,0.3081751689360692,0.6806161140060972,0.2824739551661348,0.6981840220787393
81,0.01,0.3102001989071186,0.6811179810730817,0.28205517293194293,0.6921018257845948
82,0.01,0.3147050181902372,0.6740506122813887,0.284512088251934,0.6978626319032013
83,0.01,0.30901521427814777,0.6779911482354626,0.28048279068686743,0.7012762537056065
84,0.01,0.318385251723803,0.6674762127871745,0.3306483753043838,0.6400391132847474
85,0.01,0.30897841081252464,0.6811714733894627,0.2953731187731394,0.6936956717836632
86,0.01,0.30917208612882174,0.6821115959130876,0.2802839866434327,0.701347583457398
87,0.01,0.2987020838810847,0.6914178746682131,0.2816143860395183,0.7021741094069026
88,0.01,0.3010422501930824,0.6861053673212658,0.2949654746992875,0.6787791104599971
89,0.01,0.3005520462623009,0.6904298075737642,0.3104120867844003,0.6870268536802288
90,0.01,0.2893756751830761,0.6950587236588658,0.30508185187194503,0.6675516351291538
91,0.01,0.29996107673645017,0.6883710282115808,0.2764722175475128,0.7069605182847644
92,0.01,0.2882808009477762,0.6996804952013278,0.2643135649126929,0.7124657114193368
93,0.01,0.2941446561446557,0.6938730848427651,0.27226495669573475,0.7035841701566302
94,0.01,0.30111231274788197,0.6894627279347825,0.2962503226002546,0.6827845145876517
95,0.01,0.2915161252388587,0.6960458474548996,0.3160958037475989,0.6916374087433599
96,0.01,0.29773411130905153,0.6892425318471277,0.268105157763132,0.7123705511101819
97,0.01,0.28942693519592283,0.698123620818733,0.2719168008398951,0.7082428323811895
98,0.01,0.2941474549220158,0.6921877968995596,0.2798407748524621,0.7047915849333014
99,0.01,0.29193711863114286,0.6994275831942361,0.27958362218203064,0.6917533563686752
100,0.01,0.28681583252319925,0.6996306500297448,0.28455125055383407,0.7067684927448898
101,0.01,0.28656343465584977,0.7029930838898212,0.2690523303404487,0.7032178464267392
102,0.01,0.28249328682972835,0.7050390776328067,0.2659003993070682,0.7145776265041518
103,0.01,0.28146382473982295,0.7052617932414599,0.261095409457748,0.7160430124827095
104,0.01,0.2815961797787593,0.7061365483163223,0.2959098914038637,0.6985372156047965
105,0.01,0.282157697732632,0.7032605797828071,0.25884323030783446,0.7176597579330509
106,0.01,0.2853493861785302,0.7054985531525529,0.2584505018936035,0.720679873247526
107,0.01,0.27312031054496766,0.712376729292921,0.26492632401956095,0.7156545180456034
108,0.01,0.28272912032787617,0.7047463997455984,0.2703074292996006,0.7123348189569484
