epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.0038753581047057,0.3516122062928415,1.0989390758097317,0.00770126486517595
1,0.001,0.8199039781093598,0.5521487832699714,0.7674282316200857,0.5969492435208085
2,0.001,0.7059006249904632,0.6037999244912978,0.5988045681899538,0.6850932707863653
3,0.001,0.6017028868198395,0.6494504438356874,0.6401745786830892,0.5780965987224898
4,0.001,0.5291793191432953,0.6608232456428715,0.5107176005108057,0.7106709141963273
5,0.001,0.4632534658908844,0.6806102889230317,0.3944891296528481,0.7417526500272239
6,0.001,0.4195099937915802,0.6814524074310145,0.3425508747083256,0.7501649652243589
7,0.001,0.3776891142129898,0.7062302160462403,0.3216091995596593,0.7607926404669585
8,0.001,0.34837777733802794,0.7087626918971945,0.30979714683584264,0.7683121110448495
9,0.001,0.3209587183594704,0.7300293287376302,0.2886702881837653,0.7750533430840937
10,0.001,0.30978237330913544,0.7240664741159513,0.2761082050255534,0.7685285291366796
11,0.001,0.2988774001598358,0.7288305007568083,0.24058063251380546,0.7886737018192117
12,0.001,0.288732251226902,0.7339722981001233,0.22896724891750467,0.7931425420836978
13,0.001,0.28183092951774597,0.7390196869266843,0.27204829168846917,0.7786968053787231
14,0.001,0.2847617241740227,0.7264318657901875,0.22721204795034863,0.7922060139041303
15,0.001,0.27027764201164245,0.7341769493980382,0.20871227166869424,0.8015313409423589
16,0.001,0.2620224604010582,0.7508717957325625,0.2097062186981009,0.7964596877640394
17,0.001,0.260560359954834,0.7417299045141033,0.2100316201879,0.8034415185556484
18,0.001,0.25741217464208604,0.7460323946548983,0.20252710943286484,0.8053362784400375
19,0.001,0.2513545945286751,0.7525791105501931,0.20189353142675076,0.8045631079348976
20,0.001,0.24145684868097306,0.762046693925913,0.1957043428385873,0.8104639995145567
21,0.001,0.24999699652194976,0.747293328211601,0.19276233332309442,0.810518507204873
22,0.001,0.24233950436115265,0.7539225427682772,0.18768750852390356,0.8128549196187368
23,0.001,0.24147286206483842,0.7574535453820218,0.1858703099758678,0.814291082275243
24,0.001,0.23750727117061615,0.7633502035306491,0.188227474762708,0.814529624883182
25,0.001,0.23797427028417587,0.757307606854679,0.3486852785000344,0.7048346280857828
26,0.001,0.22946685314178467,0.7596683385404601,0.18237706023000674,0.8166582329528511
27,0.001,0.2292659232020378,0.7663662025053519,0.18213573332500693,0.8163811340914022
28,0.001,0.22907018721103667,0.7633938850124085,0.1845327046052244,0.8073394529585045
29,0.001,0.24028446078300475,0.7509163254952438,0.1773011640483097,0.8193832523922695
30,0.001,0.21987204611301422,0.7743634554048859,0.18080155686898666,0.8152363303357091
31,0.001,0.22549708992242812,0.7716439915120448,0.20878412323736148,0.805292943678698
32,0.001,0.22464392960071564,0.7670547832998758,0.1701140753027848,0.8246032803819259
33,0.001,0.21143464207649232,0.7776557954101391,0.18286546380133242,0.81898797721638
34,0.001,0.21713294237852096,0.7783049665105343,0.17712430820711123,0.8179765829933661
35,0.001,0.21794149667024612,0.772005253023,0.17931761821452757,0.8144349825787431
36,0.001,0.2088984727859497,0.7857481322521529,0.17102294885702157,0.8235526422800591
37,0.001,0.2051294618844986,0.7862104642363348,0.16604245968474218,0.8255848321398171
38,0.001,0.20804428219795226,0.7806692401238357,0.16995663490576593,0.8234209872779482
39,0.001,0.21203690826892851,0.778038602307187,0.16695506797522233,0.8263321581036518
40,0.001,0.20930434703826906,0.7838357888079155,0.16565278545937315,0.8262849206721605
41,0.001,0.20624295502901077,0.7817213998485724,0.16561129341400813,0.8259978287494717
42,0.001,0.2080362120270729,0.7765231161867683,0.17202377322997156,0.824932351133892
43,0.001,0.20464231312274933,0.7848714328915501,0.1692887580511904,0.8246242422371498
44,0.001,0.2032574513554573,0.7888304967349363,0.16285900756973012,0.8298409849783329
45,0.001,0.20931759774684905,0.7812631703533742,0.16844518328913893,0.8248834516620631
46,0.001,0.20075609683990478,0.7923881415616332,0.16694645312699405,0.8252586863916017
47,0.001,0.21123140275478364,0.7725104324835145,0.18040465345693163,0.818522533519223
48,0.001,0.20301246732473374,0.7852341111434789,0.16411334107783268,0.827545912416428
49,0.001,0.20734376221895218,0.7763895827077052,0.16362009796082827,0.8263883424070783
50,0.001,0.2013498517870903,0.7886850530501113,0.17056687472786305,0.8211636287268993
51,0.001,0.20115782290697098,0.7907645729811859,0.18287191402707112,0.8181184881791991
52,0.001,0.20892111629247664,0.7795991554936207,0.1654694641251529,0.825980799963018
53,0.001,0.19298394203186034,0.7951758929848597,0.16491732513875282,0.8262206703664402
54,0.001,0.19979268074035644,0.7907185787328121,0.16029294007240408,0.8314761496096952
55,0.001,0.1899144321680069,0.8020084333252545,0.1717718161587633,0.8222939085529042
56,0.001,0.19430069565773012,0.7923240458448549,0.15781599308846916,0.8320383268534673
57,0.001,0.19448402404785156,0.7930178095310887,0.15843661263109132,0.8324585327206958
58,0.001,0.19465721607208253,0.8038153247365842,0.1641301004541008,0.8284907325550636
59,0.001,0.19157419681549073,0.8002935119099333,0.1571526177392252,0.8328178013445007
60,0.001,0.1929922816157341,0.792805818084672,0.17160397211515346,0.8172013996795018
61,0.001,0.19334678798913957,0.7973881463139905,0.1569108973996352,0.8311096666005557
62,0.001,0.19320093989372253,0.796839090911843,0.15647951758830494,0.8323790391473983
63,0.001,0.19426768213510515,0.7937572673546741,0.17970371239015454,0.8162950900783967
64,0.001,0.1890542882680893,0.8019678738303503,0.17487938383580426,0.8239335103298495
65,0.001,0.18991904467344284,0.7933244398060382,0.15287868006736113,0.8357617507686301
66,0.001,0.18578359127044677,0.8023596185126545,0.16012029866035798,0.8314366189568243
67,0.001,0.18564388781785965,0.8021813303120164,0.1587686439111133,0.8306440271198797
68,0.001,0.1892310643196106,0.7992678991133663,0.15527474490298687,0.8326466564784023
69,0.001,0.1885537651181221,0.8012921962234135,0.15485173322864482,0.8347170126289688
70,0.001,0.1933813464641571,0.7900793865873602,0.1529124389958616,0.83572042664892
71,0.001,0.19147035986185074,0.7956622522708423,0.15831967245521944,0.8317711830586112
72,0.001,0.1887906751036644,0.8031569743504251,0.15515578150090187,0.8351073138902501
