epoch,loss,iou,val_loss,val_iou
0,0.8163812792301178,0.6063924202485836,0.6877369655145181,0.702570522410616
1,0.7187673926353455,0.676760176749219,0.6863555240396786,0.7054560478113537
2,0.7159689235687255,0.6828410785409524,0.6702740198271281,0.7170014120609103
3,0.7152044594287872,0.6880420452057898,0.6785010286865422,0.7163633773456112
4,0.6932827007770538,0.7053929250138422,0.655267358412028,0.7379359832160297
5,0.7046706891059875,0.6912648151929683,0.6648423507699802,0.7304149296769021
6,0.6971989285945892,0.6963010425902317,0.6589426587196181,0.7301862883676992
7,0.6944343733787537,0.7008329219753514,0.654308017407354,0.738433298176752
8,0.6857601928710938,0.7098272922731995,0.6474991612118058,0.7467697589194061
9,0.6867288208007812,0.7066616585529844,0.6436955961021217,0.7491108558181402
10,0.6778178536891937,0.7172909013251418,0.6372033792573053,0.7545750752937027
11,0.6699962115287781,0.7230082310820316,0.6466437627993872,0.742876162242412
12,0.671940701007843,0.7190863321858183,0.6378267675418525,0.7543796103059528
13,0.6747637534141541,0.7194721678964038,0.6390584755588222,0.7474335695630455
14,0.6783172750473022,0.7162991797481556,0.641641548869065,0.7481546180031738
15,0.6763865113258362,0.7189889396731928,0.6375259386526572,0.7573608130435678
16,0.664448218345642,0.7254300647333161,0.6279284920387831,0.7615754649941546
17,0.6626382040977478,0.7302638175636516,0.6281637442492736,0.7613165519888282
18,0.6589424467086792,0.733323216427613,0.6320391000049413,0.760209359780012
19,0.6568805789947509,0.739270682738313,0.6219874006817323,0.7682249875980256
20,0.6547376668453216,0.7393889947537378,0.6227577035784428,0.7690968826247246
21,0.6543954157829285,0.7389216508964753,0.6366788185492195,0.7557706139347893
22,0.6669715034961701,0.7224516749444416,0.6169375342291754,0.7738148401471675
23,0.6527375066280365,0.7379801567689535,0.6210691281560012,0.7712829545489395
24,0.6469623565673828,0.7407060858442823,0.6352298395932453,0.7669530003250021
25,0.6486948418617249,0.7419963397036341,0.618315833060103,0.7710354408248354
26,0.6521421277523041,0.7370219704136592,0.6161426294054974,0.7722161130941891
27,0.6711860191822052,0.7207772521489592,0.6540497740597924,0.7397833773498985
28,0.6504008114337921,0.740530236184884,0.6192230510477352,0.7740611955217058
29,0.651746346950531,0.7397612702668959,0.6202454231587909,0.7725293775567023
30,0.6519516372680664,0.7394225512978916,0.6107563140644195,0.7765618089147566
31,0.6399735164642334,0.747886162792228,0.6136728525161743,0.7755203783680111
32,0.6621948409080506,0.7284443212918292,0.6277402342098058,0.7664782435610693
33,0.6534949445724487,0.7395090641470091,0.617624375685427,0.7731642450824079
34,0.6539331603050232,0.7398661191557292,0.6212325649706679,0.7718673936354667
35,0.6508439183235168,0.737661558196167,0.6240246746991132,0.7700665767383942
36,0.6351864171028138,0.7561188225556446,0.613386391275345,0.7764186664160584
37,0.6466607785224915,0.7472478983272118,0.6111065579866601,0.7786131418740886
38,0.6327046346664429,0.7564634997294255,0.6048293781514835,0.7836479402149701
39,0.6352944910526276,0.754620646935949,0.6040798002437526,0.7849676163782716
40,0.6342998111248016,0.757252208370471,0.6105171480108538,0.7802210285674043
41,0.6229405272006988,0.7652732694725429,0.6050313573504549,0.7830119962373046
42,0.6285201382637023,0.7580219669233098,0.6197883283183967,0.7687403814045661
43,0.6407366597652435,0.7478158854852629,0.6072187247967544,0.7841334255289544
44,0.6324513304233551,0.7563715782161411,0.6029912218707786,0.7857860270388433
45,0.6319886386394501,0.7552418788028364,0.6003195562878171,0.7889763928623934
46,0.6321910572052002,0.7542229637718643,0.6015882082008905,0.7880886552834134
47,0.6358946263790131,0.7483217956434496,0.6060693884950306,0.7862128053336748
48,0.626715178489685,0.7595590924416746,0.6026886619572558,0.784800087686354
49,0.6281378710269928,0.7623276010690259,0.6078445967057999,0.7814033046314794
50,0.6267184817790985,0.7609155588337713,0.5986590183337724,0.7903520478935228
51,0.6225643396377564,0.7622528695385707,0.6042974326182935,0.7847318519161798
52,0.6298404729366303,0.7585823619761333,0.6077355661907712,0.7799104838088307
53,0.6237699174880982,0.7663936207194599,0.5977407496157091,0.7903058819575924
54,0.6239536225795745,0.7627823018906759,0.5961278126339362,0.792377364411564
55,0.6145813834667205,0.7733106755011161,0.6004727848917611,0.7835963917936009
56,0.610801967382431,0.774685165897779,0.5927481004002639,0.7950702081246094
57,0.6119962978363037,0.7756678498126867,0.5990429128124322,0.7880180186530203
58,0.6179146885871887,0.7715599682294665,0.5964232643640598,0.7921894493648611
59,0.611491949558258,0.7729367382550962,0.6001044097345057,0.790782843245249
60,0.6088370835781097,0.7790272921756359,0.5982395876244773,0.7928466012681205
61,0.606417750120163,0.7792713465383063,0.5959361841403296,0.792343886482204
62,0.611767475605011,0.7699256829561993,0.5956846005500681,0.7904800106955651
63,0.6093240320682526,0.7807315880886179,0.5957850739176794,0.7920208963498032
64,0.6106654286384583,0.7772802624167618,0.597180048722307,0.7892824645193268
65,0.6137241578102112,0.7767497640118677,0.6053120149734272,0.7855116871431267
66,0.6034505581855774,0.784355250027991,0.5931029508682082,0.7940215474250104
67,0.6015619587898254,0.7888225745589759,0.6064736597075217,0.7790386306346407
68,0.613269591331482,0.775276666767968,0.5956264517524026,0.7957232222082081
69,0.6100730657577514,0.7800944952831658,0.5960075260673167,0.7889978069955884
70,0.6034140849113464,0.7814769810599423,0.5883040095722939,0.7990691412065232
71,0.6009813928604126,0.7836232718435763,0.5959693541983715,0.791980336656902
72,0.6158303475379944,0.7739921196143825,0.6021716454105237,0.788907750810107
73,0.6025550580024719,0.7835569074740772,0.5895865681130411,0.7970501777354885
74,0.5934626722335815,0.7939727425159423,0.5947998634720317,0.7901715693595233
75,0.5980880606174469,0.7897114612271595,0.5888718144020811,0.7991194182538195
76,0.5947801923751831,0.7962073837236342,0.5972664401630805,0.7886259016233165
77,0.5961234211921692,0.7922815462921631,0.5917381729189243,0.7968627419270892
78,0.6033428359031677,0.7812513353809146,0.595166135478664,0.7914933793687512
79,0.5900788164138794,0.7958285462711094,0.5838646304402363,0.8048172657574111
80,0.5894810354709625,0.8013836007124295,0.5824078069565044,0.8054955195960789
81,0.5905751371383667,0.7963058511516603,0.5871874463060271,0.8017826994074196
82,0.5928448677062989,0.7984035899433495,0.5920131344174284,0.7938473323681672
83,0.5904121708869934,0.7995511389203881,0.5837667831917652,0.8039275887185837
84,0.581370016336441,0.8052494639289175,0.5832524683317329,0.8021134601985094
85,0.5798168122768402,0.8090836884208842,0.5854220842846488,0.8018205409405474
86,0.5885198032855987,0.7941169779999012,0.5903576395728372,0.799007490891181
87,0.5871772921085358,0.8001984480671187,0.5872444999598754,0.8012696840470306
88,0.5772427463531494,0.8127583748573843,0.5802056918273101,0.8073596475081023
89,0.5784383821487427,0.8070550987513465,0.5888877755593902,0.8000748562649117
90,0.5873163843154907,0.8018740860355967,0.5815214379999503,0.8052057397958347
91,0.5757197833061218,0.8119986204082789,0.5828303028383185,0.8041585882645872
92,0.5825559580326081,0.7993636669142086,0.5841474002936549,0.8039497316552093
93,0.5721733367443085,0.8186779443285498,0.5768723183240586,0.8117124016170398
94,0.5867869532108307,0.7987611442111779,0.580228958580945,0.8121124551410936
95,0.5790764355659485,0.8085473256768826,0.5802044019066438,0.809045735325138
96,0.5700350499153137,0.8209026113514097,0.5789665279575882,0.8085977030477267
97,0.5705444252490998,0.8207446788123203,0.5775082250484963,0.8133063746401766
98,0.5728628444671631,0.8127939454552188,0.575448460163004,0.8126773481970445
99,0.569252473115921,0.8163796855087035,0.5752538041342096,0.8132142521930537
100,0.5654197132587433,0.8242746344115739,0.5733319087461992,0.8164870730992773
101,0.5768517446517945,0.8063122685555086,0.5735862748628753,0.8156047221283814
102,0.559739100933075,0.8269443028779563,0.5752332261797837,0.8127417016747814
103,0.568736674785614,0.821966680018936,0.58044552041506,0.8072445328538552
